지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
136,안동,2018-06,28.6,17.5,48.5,1.6
136,안동,2018-07,32.7,22.8,154,1.6
136,안동,2018-08,33,22.8,249.9,1.8
136,안동,2018-09,25.2,15.5,93.7,1.3
136,안동,2018-10,19.1,7,108.8,1.3
136,안동,2018-11,13.9,1.7,29.8,.9
136,안동,2018-12,5.9,-5.6,19.6,1.5
136,안동,2019-01,5.6,-6.7,3.6,1.7
136,안동,2019-02,7.8,-3.4,30.1,1.6
136,안동,2019-03,13.7,0,33.2,1.9
136,안동,2019-04,18.5,5.1,86.2,1.8
136,안동,2019-05,26.3,10.8,49.5,1.7
136,안동,2019-06,27.5,15.9,88.7,1.5
136,안동,2019-07,29.1,20.9,106.7,1.6
136,안동,2019-08,31,21.6,126.1,1.5
136,안동,2019-09,26.1,17.3,156.4,1.2
136,안동,2019-10,20.8,9.8,133,1.2
136,안동,2019-11,14.1,1.9,34.5,1.2
136,안동,2019-12,6.8,-4.1,19.8,1.4
136,안동,2020-01,6.7,-2.9,50.5,1.4
136,안동,2020-02,8.5,-3,58.6,1.7
136,안동,2020-03,14.6,.6,11,2
136,안동,2020-04,18,3.6,22.1,2.3
136,안동,2020-05,24.2,12.1,71.9,1.8
136,안동,2020-06,29.2,17.8,123.4,1.7
136,안동,2020-07,26.4,19.1,412.1,1.4
136,안동,2020-08,31.2,23.1,300.4,1.3
136,안동,2020-09,25,15.4,124.3,1.3
136,안동,2020-10,19.8,6.9,1.5,1.2
136,안동,2020-11,13.7,1.4,35,1.5
136,안동,2020-12,5.3,-6.8,1,1.7
136,안동,2021-01,3.9,-7.9,6,1.9
136,안동,2021-02,9.4,-3.6,13.8,2.2
136,안동,2021-03,14.4,2.3,110.6,1.8
136,안동,2021-04,19.6,6.5,107.3,2
136,안동,2021-05,22.1,10.4,143.8,1.6
136,안동,2021-06,27.2,17.1,58.2,1.4
136,안동,2021-07,31.5,21.5,127.5,1.5
136,안동,2021-08,29,20.9,188.9,1.1
136,안동,2021-09,25.2,16.4,132.5,1.3
136,안동,2021-10,20.8,9.6,50.8,1
136,안동,2021-11,13.8,1.5,34.6,1.6
136,안동,2021-12,6.9,-4.4,0,2
136,안동,2022-01,4.6,-8.1,0,1.6
136,안동,2022-02,5.5,-6.8,.1,2.4
136,안동,2022-03,13.7,.6,80,1.7
136,안동,2022-04,21.5,6.4,38.3,1.8
136,안동,2022-05,25.7,11.2,7.3,1.9
136,안동,2022-06,28.7,17.8,48.3,1.8
136,안동,2022-07,31.3,22.5,158.8,1.6
136,안동,2022-08,29.2,21.7,202.8,1.2
136,안동,2022-09,26.4,15.8,29.9,1.3
136,안동,2022-10,20,7.5,50.8,1.3
136,안동,2022-11,15.9,2,35.6,1.2
136,안동,2022-12,2.7,-7.9,3.8,1.8
136,안동,2023-01,4.4,-7.9,22.9,1.7
136,안동,2023-02,8.6,-3.9,3.3,1.5
136,안동,2023-03,17.5,1.7,28.6,1.6
136,안동,2023-04,19.3,5.9,46.6,1.9
136,안동,2023-05,24.6,11.7,131.8,1.4
136,안동,2023-06,28.7,17.6,247.7,1.5
136,안동,2023-07,30.2,22,418.3,1.1
136,안동,2023-08,32.1,22.9,296.5,1.4
136,안동,2023-09,27.2,18.7,206.4,1.1
136,안동,2023-10,20.7,8.2,8.5,1
136,안동,2023-11,12.8,.8,32.1,1.8
136,안동,2023-12,6.5,-4.3,76,1.6
136,안동,2024-01,5,-5,13.4,1.7
136,안동,2024-02,8.3,-1.3,62.3,1.3
136,안동,2024-03,12.5,.6,55.7,1.8
136,안동,2024-04,22,8.8,59.1,1.4
136,안동,2024-05,24.8,11.1,107.8,1.6
136,안동,2024-06,29.6,17.2,86,1.3
136,안동,2024-07,30.6,23.1,386.1,1.4
136,안동,2024-08,34.1,23.4,58.6,1.4
136,안동,2024-09,29.9,20.4,154.1,1.3
136,안동,2024-10,21,11.3,62.5,1
136,안동,2024-11,15.3,3.7,23.3,1.3
136,안동,2024-12,6.3,-4.4,1.7,1.9
136,안동,2025-01,4.7,-6.6,4.8,1.7
136,안동,2025-02,4.9,-7.2,2.3,2.4
136,안동,2025-03,13.8,1.1,32.8,1.9
136,안동,2025-04,21.1,5.6,45.5,1.9
137,상주,2002-01,4.8,-3.4,73.8,3
137,상주,2002-02,8.5,-3,6.6,2.6
137,상주,2002-03,15.3,2.2,40,2.8
137,상주,2002-04,20.9,6.6,145.5,2.3
137,상주,2002-05,23.6,11.8,106.8,1.9
137,상주,2002-06,28.3,15.8,46,1.6
137,상주,2002-07,30,21.5,169.8,1.6
137,상주,2002-08,28.3,21.2,485.6,1.4
137,상주,2002-09,26.6,15.1,98.1,1.1
137,상주,2002-10,19.1,6.5,23.4,1.8
137,상주,2002-11,10.5,-1.4,11.3,2.5
137,상주,2002-12,6.7,-2.7,38.8,2.2
137,상주,2003-01,2.7,-6.3,26.3,3
137,상주,2003-02,7,-2.4,53,2.1
137,상주,2003-03,12.3,.7,47,2.1
137,상주,2003-04,19.3,6.9,180.3,2.2
137,상주,2003-05,24.5,11.8,218,1.5
137,상주,2003-06,26.8,17.1,196.8,1.5
137,상주,2003-07,26.3,19.1,512,.9
137,상주,2003-08,28.1,20.6,330.4,1
137,상주,2003-09,25.7,16.6,240.6,1.2
137,상주,2003-10,20.3,6.8,18.3,1.7
137,상주,2003-11,14.7,3.6,40,1.2
137,상주,2003-12,7,-2.1,16.2,2.8
137,상주,2004-01,4.9,-5.6,6.5,2.3
137,상주,2004-02,9.1,-3.3,23.2,2.4
137,상주,2004-03,13.5,.1,29.6,2.1
137,상주,2004-04,21.4,7,89.5,2.3
137,상주,2004-05,24,13.1,116,1.7
137,상주,2004-06,28.5,16.7,222.8,1.1
137,상주,2004-07,30.6,21.9,279.1,1.1
137,상주,2004-08,29.8,20.9,320.7,1
137,상주,2004-09,25.7,15.9,149.5,1.1
137,상주,2004-10,21,6.8,2,1.1
137,상주,2004-11,14.4,2.3,23.7,1.6
137,상주,2004-12,7.5,-2.8,22.2,2
137,상주,2005-01,3.4,-5.8,7.3,3.1
137,상주,2005-02,3.7,-5.6,26.7,2.9
137,상주,2005-03,11.8,-.4,41.9,3.2
137,상주,2005-04,21.2,6.8,50.5,2.5
137,상주,2005-05,25.2,11.6,57.1,1.8
137,상주,2005-06,29.2,18.3,129.3,1.4
137,상주,2005-07,29.8,21.7,291.1,1.3
137,상주,2005-08,29.8,21.1,334.3,1
137,상주,2005-09,26,16.7,138.2,.9
137,상주,2005-10,19.8,8.3,11.2,1.2
137,상주,2005-11,14.4,1.4,11.2,1.8
137,상주,2005-12,2.3,-7,3.3,3
137,상주,2006-01,5.3,-4,26.3,2.2
137,상주,2006-02,6.2,-3.6,31.4,2.6
137,상주,2006-03,12.9,.2,10.1,2.8
137,상주,2006-04,18.2,6.2,119.2,2.5
137,상주,2006-05,24.9,12.5,101.9,1.6
137,상주,2006-06,29.2,17.2,83.8,1.3
137,상주,2006-07,26.9,20.3,607.8,.9
137,상주,2006-08,32,22.1,73,.9
137,상주,2006-09,24.8,13,34.5,.8
137,상주,2006-10,24.2,9.4,28.5,.9
137,상주,2006-11,14,2.7,44,1.6
137,상주,2006-12,6.2,-4.2,13.8,1.9
137,상주,2007-01,6.2,-4,10.3,2.2
137,상주,2007-02,10.1,-2.3,40.5,2.1
137,상주,2007-03,12.7,1.3,77.3,2.5
137,상주,2007-04,18.8,5.6,28,2.3
137,상주,2007-05,24.9,12.1,91.2,1.9
137,상주,2007-06,28.1,16.4,129.5,1.2
137,상주,2007-07,27,19.3,230,1
137,상주,2007-08,30.1,21.4,277.5,1
137,상주,2007-09,25,17.3,357.2,.9
137,상주,2007-10,21.4,9.2,15.3,1.1
137,상주,2007-11,13.4,.6,5.5,1.8
137,상주,2007-12,6.4,-2.3,21,2.2
137,상주,2008-01,3.8,-3.9,37,2
137,상주,2008-02,5.4,-5,2.6,2.8
137,상주,2008-03,13.5,1.4,28.9,2.2
137,상주,2008-04,20.4,6.6,34.3,2
137,상주,2008-05,24.8,12,48.1,1.8
137,상주,2008-06,25.6,16.1,154.9,1.4
137,상주,2008-07,31.2,22.7,183.9,1.1
137,상주,2008-08,29.4,20.1,255.8,1.2
137,상주,2008-09,26.7,16.1,53.1,.9
137,상주,2008-10,21.2,9.5,44.6,1.2
137,상주,2008-11,12.5,1.7,8.5,1.6
137,상주,2008-12,6.1,-4.2,5,2.2
137,상주,2009-01,3.8,-6.5,3.6,2.3
137,상주,2009-02,9.1,-1.7,25.8,2
137,상주,2009-03,13.1,1.2,41.3,2.5
137,상주,2009-04,20.2,6.6,39.6,2.2
137,상주,2009-05,25.8,12.5,116.8,1.7
137,상주,2009-06,28.6,17.1,47.8,1.2
137,상주,2009-07,28.5,19.7,358.9,1.2
137,상주,2009-08,28.6,20.1,104.7,1.2
137,상주,2009-09,26.4,15.3,62,1.1
137,상주,2009-10,21.6,7.9,14.9,1.3
137,상주,2009-11,11.7,2.4,30.6,1.9
137,상주,2009-12,4.5,-4.3,33.2,2.4
137,상주,2010-01,2.4,-7,17,2.5
137,상주,2010-02,6.1,-3.1,69,1.9
137,상주,2010-03,9.2,.7,71.3,2.3
137,상주,2010-04,15.9,3.9,51.9,2.3
137,상주,2010-05,24.4,11,120.7,1.7
137,상주,2010-06,29.2,17.2,31.6,1.2
137,상주,2010-07,29.9,21.9,167.2,1.2
137,상주,2010-08,31.3,23.5,373.1,1.1
137,상주,2010-09,26.7,17.2,149,1
137,상주,2010-10,19.8,8.1,23.6,1.2
137,상주,2010-11,12.6,0,10.1,1.8
137,상주,2010-12,4.4,-5.2,27.2,2.3
137,상주,2011-01,-.5,-9.2,2.1,3.1
137,상주,2011-02,7.7,-3.8,52,1.8
137,상주,2011-03,10.8,-.4,15,2.9
137,상주,2011-04,18,5.5,75.1,2.3
137,상주,2011-05,23.5,11.7,144.4,1.7
137,상주,2011-06,28.4,17.5,271,1.4
137,상주,2011-07,29.2,21.9,283.4,1.1
137,상주,2011-08,29.3,21.6,198.8,1
137,상주,2011-09,25.5,15.3,59,1
137,상주,2011-10,19.3,6.9,53.1,1.2
137,상주,2011-11,14.5,5.3,84.8,1.5
137,상주,2011-12,4.7,-4,11.8,2.4
137,상주,2012-01,2.8,-6,20.8,2.1
137,상주,2012-02,3.9,-6.7,.5,2.3
137,상주,2012-03,10.5,.8,74,2.5
137,상주,2012-04,19.5,6.7,81.4,2.4
137,상주,2012-05,25,12.9,63.8,1.4
137,상주,2012-06,27.4,17.4,55.7,1.2
137,상주,2012-07,29.8,21.7,271.8,1.2
137,상주,2012-08,30.3,22.1,324.3,1.1
137,상주,2012-09,24.6,15,303.1,1
137,상주,2012-10,20,7,45.1,1.2
137,상주,2012-11,10.5,1,40.3,2
137,상주,2012-12,1,-7.3,42.2,2.3
137,상주,2013-01,1.5,-7.4,38.5,2.3
137,상주,2013-02,5.1,-4.6,29.8,2.3
137,상주,2013-03,14.1,-.1,43.1,2.3
137,상주,2013-04,16.7,4,71.4,2.4
137,상주,2013-05,25.4,12,105.6,1.6
137,상주,2013-06,28.7,18.4,125.7,1.1
137,상주,2013-07,31.2,22.7,157.2,1.2
137,상주,2013-08,32.7,22.4,114,1.1
137,상주,2013-09,26.4,15.4,133.7,.8
137,상주,2013-10,21.7,8.7,52.6,1.1
137,상주,2013-11,11,1.4,54,1.9
137,상주,2013-12,5.4,-3.2,18.7,2.2
137,상주,2014-01,5.6,-5.4,7.7,1.9
137,상주,2014-02,7.5,-3.6,7.4,1.5
137,상주,2014-03,13.7,1.9,88.2,2
137,상주,2014-04,20.6,7.5,73.3,1.6
137,상주,2014-05,26.3,12.2,25.6,1.7
137,상주,2014-06,27.9,17.7,79.9,1.2
137,상주,2014-07,30.2,21,107.1,1.2
137,상주,2014-08,27.5,19.9,433.3,1.1
137,상주,2014-09,26,15.3,116.7,.9
137,상주,2014-10,20.4,7.4,161.3,.9
137,상주,2014-11,13.9,3.3,64.5,1.4
137,상주,2014-12,3.3,-5.2,19.9,2.6
137,상주,2015-01,4.7,-3.7,26.1,2.2
137,상주,2015-02,7.2,-2.3,39,2.3
137,상주,2015-03,14.5,.8,43.5,2.3
137,상주,2015-04,19.2,7.6,90,1.6
137,상주,2015-05,27.2,13.4,18,1.7
137,상주,2015-06,29.3,17.6,125.2,1.1
137,상주,2015-07,29.9,21.2,150.7,1.1
137,상주,2015-08,31.3,21.3,45,1
137,상주,2015-09,27.2,14.6,30.9,.9
137,상주,2015-10,22.2,9.1,69.1,1.3
137,상주,2015-11,13.5,6.3,120.7,1.2
137,상주,2015-12,7.3,-1.3,42.1,1.6
137,상주,2016-01,3.2,-4.8,11.7,2.4
137,상주,2016-02,6.9,-2.8,36.6,2.4
137,상주,2016-03,14.2,2.1,56.3,1.9
137,상주,2016-04,21.8,8.4,164.4,1.7
137,상주,2016-05,27.3,12.7,52.8,1.6
137,상주,2016-06,29.5,18.8,47,1.2
137,상주,2016-07,31.2,22,313.6,1
137,상주,2016-08,33.6,22.3,116.3,1.1
137,상주,2016-09,26.4,17.8,162,.7
137,상주,2016-10,20.8,11.5,106.2,1
137,상주,2016-11,12.8,2.1,22.9,1.4
137,상주,2016-12,7.3,-1.7,46.4,1.9
137,상주,2017-01,5.1,-4.5,10.2,2.3
137,상주,2017-02,7.6,-3.4,33.5,2.5
137,상주,2017-03,13.7,1.4,20.2,2
137,상주,2017-04,21.9,8.4,60.8,2
137,상주,2017-05,27.4,13.6,20.2,1.8
137,상주,2017-06,30.5,17.3,63.4,1.5
137,상주,2017-07,31.2,23.1,404.8,1
137,상주,2017-08,30.1,21.6,158.4,1
137,상주,2017-09,26.5,14.7,102.7,1
137,상주,2017-10,21,10.2,54.6,1
137,상주,2017-11,12.6,.8,4.1,1.7
137,상주,2017-12,4.5,-5.2,20.4,2.4
137,상주,2018-01,2.6,-6.5,24,2.4
137,상주,2018-02,6.2,-5.5,36.9,2.3
137,상주,2018-03,15.2,2.5,123.1,2
137,상주,2018-04,21.1,7.4,141.4,1.9
137,상주,2018-05,24.8,12.9,105.1,1.4
137,상주,2018-06,29.2,18.2,76.9,1.3
137,상주,2018-07,32.5,23,131.3,1
137,상주,2018-08,33.5,22.9,342.8,1.1
137,상주,2018-09,25.2,15.5,133.8,1
137,상주,2018-10,19.1,7.2,180.3,1.3
137,상주,2018-11,13.9,1.9,29.8,1
137,상주,2018-12,5.6,-4.1,31.8,2
137,상주,2019-01,5.7,-4.2,2.5,2.4
137,상주,2019-02,8.1,-2.6,37.8,1.9
137,상주,2019-03,14.6,1.5,26.8,2
137,상주,2019-04,18.9,6.3,112.2,1.6
137,상주,2019-05,26.6,12.2,46.3,1.5
137,상주,2019-06,27.8,16.8,109.5,1
137,상주,2019-07,29.2,21.2,221.2,1
137,상주,2019-08,31,22,106.7,1
137,상주,2019-09,26,17.3,159.5,.8
137,상주,2019-10,21.1,10,178.4,1
137,상주,2019-11,14.3,2.3,34.2,1.2
137,상주,2019-12,7.1,-3.1,27.4,1.7
137,상주,2020-01,6.9,-1.5,60.9,1.6
137,상주,2020-02,9,-2.1,79.6,1.8
137,상주,2020-03,15.3,1.4,13.3,2
137,상주,2020-04,18.7,5.2,36.3,2.2
137,상주,2020-05,24.6,12.8,106.5,1.3
137,상주,2020-06,29.1,18.9,192.2,1.1
137,상주,2020-07,26.3,19.5,466.7,.8
137,상주,2020-08,31.2,23.3,428.6,.8
137,상주,2020-09,25.1,15.4,147.3,.9
137,상주,2020-10,20.3,7.5,2.7,1.1
137,상주,2020-11,13.9,2.9,27.9,1.5
137,상주,2020-12,5.6,-4.8,1.7,1.9
137,상주,2021-01,4,-6.8,16.5,1.9
137,상주,2021-02,9.6,-2.7,9.7,2.3
137,상주,2021-03,15.2,3,98.4,1.6
137,상주,2021-04,20.3,7.3,70.5,1.6
137,상주,2021-05,22.7,11.5,166.5,1.3
137,상주,2021-06,27.9,17.7,57,.9
137,상주,2021-07,31.6,21.9,216.1,.8
137,상주,2021-08,28.9,21.1,324.9,.8
137,상주,2021-09,25.4,16.8,188.8,.8
137,상주,2021-10,21.1,9.6,41.4,.8
137,상주,2021-11,14.3,2.7,39.8,1.5
137,상주,2021-12,7.3,-3.2,1.2,2.1
137,상주,2022-01,4.8,-5.5,1.6,2
137,상주,2022-02,6,-5.1,2.1,2.4
137,상주,2022-03,14.6,2,95.7,1.7
137,상주,2022-04,22.4,7.7,55,1.4
137,상주,2022-05,26.5,12.2,2.8,1.5
137,상주,2022-06,29.3,18.4,88.9,1.1
137,상주,2022-07,31.4,22.9,211.7,.9
137,상주,2022-08,29.6,22.1,220.3,.9
137,상주,2022-09,26.6,16.3,109.2,.9
137,상주,2022-10,20.3,8.3,62,1
137,상주,2022-11,16.2,2.9,29.8,1.1
137,상주,2022-12,3.3,-5.9,12.1,2
137,상주,2023-01,4.9,-6.1,26.5,1.9
137,상주,2023-02,9,-2.6,6.8,1.6
137,상주,2023-03,18.2,2.5,31.7,1.5
137,상주,2023-04,20.4,6.5,45.6,1.4
137,상주,2023-05,25.2,12.4,148.2,1
137,상주,2023-06,29.3,18.7,174.8,1.1
137,상주,2023-07,30.5,22.3,517.5,.7
137,상주,2023-08,31.7,23.4,333.2,.8
137,상주,2023-09,27.3,18.8,225.1,.7
137,상주,2023-10,21.6,8.8,5.2,1
137,상주,2023-11,13.2,2.1,35.9,1.7
137,상주,2023-12,6.5,-2.7,120.1,1.6
137,상주,2024-01,5,-3.5,29.2,1.9
137,상주,2024-02,8.5,-.2,93.1,1.3
137,상주,2024-03,13.4,1.9,72.3,1.9
137,상주,2024-04,22.3,9.8,73.2,1.1
137,상주,2024-05,25.3,12.1,96.1,1.2
137,상주,2024-06,29.9,18.2,116.2,1.1
137,상주,2024-07,30.5,23.5,534.6,1
137,상주,2024-08,33.6,23.9,61.7,.8
137,상주,2024-09,30,20.8,261.9,.6
137,상주,2024-10,20.9,10.8,95.2,.7
137,상주,2024-11,15.2,4,33.7,1.2
137,상주,2024-12,6.7,-2.2,2.7,2.1
137,상주,2025-01,5.1,-4.9,13.5,1.8
137,상주,2025-02,5.2,-5.3,9.1,2.4
137,상주,2025-03,14.5,2.3,38.7,1.9
137,상주,2025-04,21.4,7.1,65.6,1.6
138,포항,1949-01,6.7,-3,14.4,3.8
138,포항,1949-02,8.2,-.2,51.5,3.6
138,포항,1949-03,10.5,0,50.5,3.2
138,포항,1949-04,16.3,5.2,42,2.8
138,포항,1949-05,23.4,11.7,38.6,2.6
138,포항,1949-06,21.4,14.9,220.4,3.9
138,포항,1949-07,25.2,19.4,147.9,2.5
138,포항,1949-08,29.8,21.8,201.4,2.2
138,포항,1949-09,25.9,17.3,181.3,2.2
138,포항,1949-10,20.6,9,9.8,2.4
138,포항,1949-11,14,4.1,53.3,2.1
138,포항,1949-12,7.6,-1.7,20.5,3
138,포항,1950-01,6.9,-1.4,70.5,3.5
138,포항,1950-02,6.4,-1.9,82.1,3.6
138,포항,1950-03,11,.3,80.9,3.7
138,포항,1950-04,16.2,7.2,83.9,2.7
138,포항,1950-05,22.6,12,61.9,2.5
138,포항,1950-11,13.1,4.7,34.3,5.6
138,포항,1950-12,6.8,-1.7,5.4,6.5
138,포항,1951-01,5.3,-2.7,45.3,6.8
138,포항,1951-02,7.5,0,59.1,7.3
138,포항,1951-03,10.5,1.6,64.7,5.7
138,포항,1951-04,16.2,8,60.1,5.2
138,포항,1951-05,23.2,14.3,99.6,4.9
138,포항,1951-06,26.8,17.3,11.6,5
138,포항,1951-07,28.3,20.7,88.2,5.9
138,포항,1951-08,32.6,23.7,47,6.1
138,포항,1951-09,25.6,16.6,19.9,4.3
138,포항,1951-10,21.2,12.2,74.2,6.4
138,포항,1951-11,13.8,5.4,43.1,5.1
138,포항,1951-12,9.8,1,39.5,5.6
138,포항,1952-01,5,-3.4,.8,5.6
138,포항,1952-02,4.7,-3.4,55,6.3
138,포항,1952-03,10.3,1.4,73.6,6.7
138,포항,1952-04,18.1,8.6,43.9,5.8
138,포항,1952-05,22.5,12.4,33.7,5.8
138,포항,1952-06,26.9,15.7,14.1,5.6
138,포항,1952-07,27.3,19,56,5.5
138,포항,1952-08,29.2,19.3,121.5,4.6
138,포항,1952-09,24.8,15.1,142.8,4.4
138,포항,1952-10,20.4,8.5,40.7,4
138,포항,1952-11,15.2,5.2,73.7,5.7
138,포항,1952-12,6.5,-5,53.8,6.4
138,포항,1953-01,3.5,-7.8,70.9,6.4
138,포항,1953-02,5.9,-6,48.5,4.4
138,포항,1953-03,12.3,-.7,37,5.7
138,포항,1953-04,17.8,4,27,5.1
138,포항,1953-05,21.4,9.3,102.2,4.9
138,포항,1953-06,23.2,13.4,201,3.8
138,포항,1953-07,28.1,17.9,183,3.1
138,포항,1953-08,29.1,19.4,179.6,4.7
138,포항,1953-09,25.1,14.4,86.1,4.1
138,포항,1953-10,21.6,10,75.7,3.4
138,포항,1953-11,13.4,2,56.5,4.7
138,포항,1953-12,9.2,1.7,59.2,4.8
138,포항,1954-01,6.3,-.1,82.3,4.7
138,포항,1954-02,8.1,0,92,4.9
138,포항,1954-03,11.5,2.6,72.9,5
138,포항,1954-04,16.2,9.3,76,4.8
138,포항,1954-05,21.1,13.1,59.3,4.3
138,포항,1954-06,20.9,15.6,190.4,5.1
138,포항,1954-07,23.9,19.1,245,4.2
138,포항,1954-08,29.1,23,71.1,4.2
138,포항,1954-09,24.9,18.7,193,4.8
138,포항,1954-10,18.3,10.7,93.9,5.1
138,포항,1954-11,16.4,8.9,120.1,4.2
138,포항,1954-12,7.4,-.8,49.1,3.8
138,포항,1955-01,3.7,-5.4,3.1,4.2
138,포항,1955-02,8.6,-.6,49.2,3.2
138,포항,1955-03,11.3,3.7,50.9,3.1
138,포항,1955-04,16.6,8.6,43.5,2.7
138,포항,1955-05,21.4,13.4,41.2,2
138,포항,1955-06,26,18.4,114.4,3
138,포항,1955-07,29.1,22.3,79.6,2.8
138,포항,1955-08,27.9,21.3,226.7,1.8
138,포항,1955-09,23.8,18.1,88.9,2.6
138,포항,1955-10,18.5,10.9,20.5,2.9
138,포항,1955-11,13.8,4.6,37.8,3.7
138,포항,1955-12,9.5,1,8.3,4
138,포항,1956-01,5.1,-3.1,15.2,3.9
138,포항,1956-02,5.6,-3.3,12.7,4.7
138,포항,1956-03,9.4,2.2,102.5,5.1
138,포항,1956-04,16.6,7,163.3,4.4
138,포항,1956-05,22,12.5,127.9,4.3
138,포항,1956-06,23.5,16.1,256.7,3.2
138,포항,1956-07,27.2,20.4,118.9,3.2
138,포항,1956-08,27.5,21.1,198.4,4.3
138,포항,1956-09,23.8,17.3,258.8,3.3
138,포항,1956-10,19.3,10.9,12.1,3.6
138,포항,1956-11,12.3,2.5,18.1,3.7
138,포항,1956-12,4.4,-4.2,0,3.6
138,포항,1957-01,6.2,-1.6,41,4
138,포항,1957-02,4.5,-3.7,36.1,5.4
138,포항,1957-03,9.2,-.2,19.4,4.1
138,포항,1957-04,17.6,8.3,110.7,4
138,포항,1957-05,22.3,13.4,82.6,3.2
138,포항,1957-06,23.5,16.2,112.9,3.6
138,포항,1957-07,25.5,20.1,225.2,3.3
138,포항,1957-08,26,20.6,220.7,3.3
138,포항,1957-09,23.4,15.6,15.9,3.7
138,포항,1957-10,20.6,10.9,53,3.3
138,포항,1957-11,15.5,6.8,41.7,3.7
138,포항,1957-12,8.5,.2,58.7,4.2
138,포항,1958-01,3.7,-4.8,45.2,5.4
138,포항,1958-02,8.2,-.5,18.2,2.1
138,포항,1958-03,12.1,2,23,4.1
138,포항,1958-04,16.5,8,115.3,4
138,포항,1958-05,22.4,12.3,29.9,3.8
138,포항,1958-06,25.7,17.2,106.4,3.3
138,포항,1958-07,28,21.2,245.5,3.2
138,포항,1958-08,26.6,20.6,170.5,3.3
138,포항,1958-09,23.5,17.5,181.9,3.7
138,포항,1958-10,18.7,10.6,124.3,3.8
138,포항,1958-11,14.1,6.9,114.4,4.2
138,포항,1958-12,11.2,3.6,83.4,3.9
138,포항,1959-01,4.2,-4.4,15.5,4.9
138,포항,1959-02,8.4,2.1,132.9,5.1
138,포항,1959-03,12.6,4.4,70,4.4
138,포항,1959-04,17.3,8.2,108.1,4.1
138,포항,1959-05,23.3,13.7,55.4,3.9
138,포항,1959-06,24.5,17.4,136.8,3.4
138,포항,1959-07,28.8,21.7,125.7,3.4
138,포항,1959-08,29.7,22.8,134.7,4.5
138,포항,1959-09,24.6,18.9,234.1,4
138,포항,1959-10,21.6,12.4,3.1,3.2
138,포항,1959-11,14.8,6.4,117,3.9
138,포항,1959-12,8.2,.8,67.8,4.6
138,포항,1960-01,5.4,-3.5,12.4,5
138,포항,1960-02,10.1,.6,38.6,4.7
138,포항,1960-03,12.4,4.6,45.6,4.4
138,포항,1960-04,16.9,8,51.2,4
138,포항,1960-05,21.7,13.3,146.7,4
138,포항,1960-06,26.2,17.8,47.7,4.1
138,포항,1960-07,30.1,22.5,105.2,2.9
138,포항,1960-08,30.5,23.2,32.2,4.2
138,포항,1960-09,25.2,18.4,304.6,3.2
138,포항,1960-10,20.5,12.9,102.9,3.9
138,포항,1960-11,15.3,6.7,37.2,3.6
138,포항,1960-12,6.6,-1.6,1.5,4.7
138,포항,1961-01,3.9,-4.5,8.3,3.5
138,포항,1961-02,7,-1.9,24.2,4
138,포항,1961-03,12.6,4.1,121.4,4.6
138,포항,1961-04,18.6,9.2,57.1,4.9
138,포항,1961-05,23.1,13.5,107.2,3.6
138,포항,1961-06,25.5,17.9,32.8,2.7
138,포항,1961-07,30.4,23.3,219.6,3.2
138,포항,1961-08,29.9,22.6,266.3,2.8
138,포항,1961-09,26.1,18.9,162.2,3.2
138,포항,1961-10,20.7,14.5,247,4.4
138,포항,1961-11,15.2,7.8,114.4,4.3
138,포항,1961-12,8.3,-.1,111,4.7
138,포항,1962-01,4.6,-2.9,28.6,4.8
138,포항,1962-02,8.3,-.8,4.7,4.4
138,포항,1962-03,11.8,1.9,34.4,4.6
138,포항,1962-04,17.2,7.5,57.9,4.1
138,포항,1962-05,24.4,13.8,30.9,3.7
138,포항,1962-06,25,16.1,45.1,2.9
138,포항,1962-07,28.6,21.3,95.7,3.1
138,포항,1962-08,29.9,22,231.3,3.6
138,포항,1962-09,24.4,17.6,185.7,3.3
138,포항,1962-10,20.2,11.5,42,3
138,포항,1962-11,12.4,5.6,102,5
138,포항,1962-12,9.5,1.5,13.3,4.1
138,포항,1963-01,.5,-7.8,3.3,6.8
138,포항,1963-02,6.4,-3.1,1.4,5.6
138,포항,1963-03,11.3,2.3,32.3,5.2
138,포항,1963-04,15.5,6.9,97.5,5.4
138,포항,1963-05,20.4,11.3,87.2,4
138,포항,1963-06,21.9,15.2,374,4.7
138,포항,1963-07,28.8,21.5,184.5,4
138,포항,1963-08,29.1,22.2,188.2,3.6
138,포항,1963-09,25.3,17.2,24.9,3.8
138,포항,1963-10,20.3,10.7,30,2.7
138,포항,1963-11,15,5.6,7.9,4
138,포항,1963-12,9.7,.6,14.3,5
138,포항,1964-01,7.2,-.1,78.3,4.7
138,포항,1964-02,4.4,-2.9,118.9,5
138,포항,1964-03,11.4,2.4,58.8,4
138,포항,1964-04,15.9,7.9,175.8,4.4
138,포항,1964-05,23.1,14.2,70.8,3.3
138,포항,1964-06,25.7,17.3,96.1,3.2
138,포항,1964-07,31.2,21.9,263.7,3.5
138,포항,1964-08,31.5,23.4,42.6,4
138,포항,1964-09,24.5,17.9,208,2.9
138,포항,1964-10,20,12,17.4,1.9
138,포항,1964-11,14.4,5.2,20.4,4.3
138,포항,1964-12,8.8,0,40,4.3
138,포항,1965-01,5.1,-3.7,25.2,5.2
138,포항,1965-02,6.5,-1.7,12.8,4.1
