지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
138,포항,1965-03,11,.7,29.4,4.2
138,포항,1965-04,15.5,6.3,63,3.7
138,포항,1965-05,23.1,12.8,91.4,4
138,포항,1965-06,25.8,16.7,9.7,3
138,포항,1965-07,26.9,19.9,447.3,2.9
138,포항,1965-08,30.5,22.3,82.7,2.5
138,포항,1965-09,25.9,16.2,87.3,3.5
138,포항,1965-10,21.2,11,42.7,3
138,포항,1965-11,15.1,5.7,132,2.9
138,포항,1965-12,7.1,-2.9,22.8,3.2
138,포항,1966-01,5.5,-4.4,2.4,3.4
138,포항,1966-02,9.4,-1.2,49.4,3.6
138,포항,1966-03,11.5,3.3,160,3.7
138,포항,1966-04,16.5,7.2,50.5,3.3
138,포항,1966-05,21.9,12,83.8,3.6
138,포항,1966-06,24.2,16.2,88.5,3.4
138,포항,1966-07,28.6,21.1,141.1,3
138,포항,1966-08,30.8,23.8,105.2,3.4
138,포항,1966-09,22.8,16.1,67.8,3.9
138,포항,1966-10,20.1,12,156.2,3.1
138,포항,1966-11,14.3,3.4,30.9,2.7
138,포항,1966-12,6.4,-3.1,12.8,3
138,포항,1967-01,4.5,-4.7,24.8,3.5
138,포항,1967-02,6.4,-2.2,27.2,3
138,포항,1967-03,13,2.7,54.9,2.5
138,포항,1967-04,16.5,8.2,92.6,3.6
138,포항,1967-05,23.9,13.4,35.8,2.7
138,포항,1967-06,24.7,17.4,124.5,2.5
138,포항,1967-07,28.3,21.8,122.2,2.3
138,포항,1967-08,32.9,24.1,113,1.5
138,포항,1967-09,24.2,17,99.2,3.2
138,포항,1967-10,20.6,10.6,95.8,2.6
138,포항,1967-11,13.6,4.6,63.6,2.1
138,포항,1967-12,4.4,-4.8,1.8,1.7
138,포항,1968-01,5.2,-4.7,1.1,2.4
138,포항,1968-02,4.8,-5.8,1.6,3.2
138,포항,1968-03,12.5,1.5,37.9,3
138,포항,1968-04,17.6,6.7,23.8,2.6
138,포항,1968-05,20.1,11.9,58.1,3
138,포항,1968-06,25.1,16.2,48.8,2.4
138,포항,1968-07,27.8,21.4,199.5,3.1
138,포항,1968-08,27.9,21.8,198.5,2.9
138,포항,1968-09,24.3,17.3,139.3,3.3
138,포항,1968-10,19.3,9.9,77.9,2.6
138,포항,1968-11,15.5,4.9,13.9,2
138,포항,1968-12,10.9,1.8,4.6,2.5
138,포항,1969-01,5.4,-3.3,54.2,3.4
138,포항,1969-02,4.8,-1.9,62,3.5
138,포항,1969-03,10.3,1,16.3,3.5
138,포항,1969-04,17.4,6.6,138.8,3.6
138,포항,1969-05,22.2,12.7,70.5,2.6
138,포항,1969-06,26.2,16.3,79.9,2.4
138,포항,1969-07,28.6,21,185.4,3.1
138,포항,1969-08,30.2,21.9,126.4,2
138,포항,1969-09,24.5,18.1,408.3,3.5
138,포항,1969-10,20.3,10.1,2.3,3.1
138,포항,1969-11,13.5,2.8,28.4,2.1
138,포항,1969-12,6.8,-3.4,13.1,2.4
138,포항,1970-01,5,-5.4,7.3,2.6
138,포항,1970-02,8.9,-1.2,62.6,2.7
138,포항,1970-03,9.3,-1.3,17.6,2.4
138,포항,1970-04,16.3,6.8,57.4,4
138,포항,1970-05,21.2,13,153.3,3
138,포항,1970-06,22.8,16.3,219,2.3
138,포항,1970-07,27.8,21,523.9,2.3
138,포항,1970-08,28.8,22.8,198.2,3.3
138,포항,1970-09,25.8,19.1,131.5,2.2
138,포항,1970-10,21.2,11.1,38.9,1.9
138,포항,1970-11,13.8,3.1,18.2,2.1
138,포항,1970-12,7.9,-2,28.9,2.3
138,포항,1971-01,5.8,-3.1,45.7,3.3
138,포항,1971-02,6.7,-2.3,35.2,2.8
138,포항,1971-03,10.5,.5,36.9,2.7
138,포항,1971-04,17.6,5.9,49.1,2.7
138,포항,1971-05,23.8,12.4,69.7,2.6
138,포항,1971-06,24.6,16.9,206.7,2.5
138,포항,1971-07,30.4,21.8,139.9,2.1
138,포항,1971-08,27.8,21.4,190.2,3.6
138,포항,1971-09,25.4,17.3,57.1,3
138,포항,1971-10,20.3,9.2,15.9,3
138,포항,1971-11,15.8,5.4,6.7,3.3
138,포항,1971-12,8.9,-2,3.4,3.5
138,포항,1972-01,8.3,.3,83.9,3.7
138,포항,1972-02,6.9,.1,88.9,4.2
138,포항,1972-03,11.7,2.4,161.6,3.4
138,포항,1972-04,17.3,8,65.5,3.6
138,포항,1972-05,20.6,11.6,135.9,3.9
138,포항,1972-06,25.9,16.6,54.7,3
138,포항,1972-07,27.7,21,226.4,4
138,포항,1972-08,28.9,20.4,288.3,2.8
138,포항,1972-09,24.1,15.8,221.3,3.4
138,포항,1972-10,21.1,10.2,14.2,2
138,포항,1972-11,13,4.1,104.9,2.5
138,포항,1972-12,9.1,-1.1,40,3.5
138,포항,1973-01,7.7,-.2,94.5,3.3
138,포항,1973-02,8.6,-.5,16.7,3.2
138,포항,1973-03,13.2,1.4,1.9,3
138,포항,1973-04,19.5,8.9,100.9,3.5
138,포항,1973-05,22.1,12.3,117.8,3.2
138,포항,1973-06,24.5,16.5,69.3,3.1
138,포항,1973-07,32,23.1,88.4,3
138,포항,1973-08,32.3,23.2,58.4,3.1
138,포항,1973-09,25.7,16.7,191.3,2.8
138,포항,1973-10,19.8,10.5,134.9,3.1
138,포항,1973-11,13.1,3.2,10.4,3.3
138,포항,1973-12,6.4,-3.9,2.9,3.6
138,포항,1974-01,6.2,-3.2,50.3,3.1
138,포항,1974-02,6.2,-2.4,53.7,3.6
138,포항,1974-03,11.2,1.1,51.1,3.3
138,포항,1974-04,18.9,7.3,132.6,4.3
138,포항,1974-05,22.9,11.9,92.2,3
138,포항,1974-06,25.4,15.9,136.7,2.8
138,포항,1974-07,23.9,18.6,479.4,3.7
138,포항,1974-08,30,21.8,109.9,3.9
138,포항,1974-09,26.4,15.7,57.3,2.7
138,포항,1974-10,20.9,10.4,86.6,2.7
138,포항,1974-11,13.9,3.3,11.4,2.8
138,포항,1974-12,7.4,-.7,56.2,2.9
138,포항,1975-01,5.8,-2.6,25.1,3
138,포항,1975-02,7.1,-2,25.4,3.2
138,포항,1975-03,12.4,1.8,107.4,3
138,포항,1975-04,17.2,7.9,111.4,3.4
138,포항,1975-05,21.5,12.8,83.1,3.1
138,포항,1975-06,24.5,17.5,102.4,2.5
138,포항,1975-07,29.6,21.9,268.7,2.3
138,포항,1975-08,31,22.5,51.1,2.7
138,포항,1975-09,27.1,20,135.2,3.1
138,포항,1975-10,21,13.2,123.5,3.3
138,포항,1975-11,15.4,7.8,142.3,3.4
138,포항,1975-12,8.1,-.8,35.5,2.7
138,포항,1976-01,5.4,-4.6,0,3.3
138,포항,1976-02,9.7,.5,97.8,3.2
138,포항,1976-03,11.9,2.4,71.1,3
138,포항,1976-04,17.1,7.3,107.3,3
138,포항,1976-05,22.3,11.9,31.7,2.9
138,포항,1976-06,25.2,17,92.6,2.9
138,포항,1976-07,26.8,19.7,81.9,3.2
138,포항,1976-08,28.5,21.1,306,2.2
138,포항,1976-09,24.6,15.5,106,3.5
138,포항,1976-10,21.2,10.6,65.6,2.5
138,포항,1976-11,12.5,2.3,42.7,2.6
138,포항,1976-12,8,-1.6,49.3,2.3
138,포항,1977-01,3,-6.6,5.4,1.9
138,포항,1977-02,7.4,-4.4,0,2.9
138,포항,1977-03,12.6,2.7,68,3.3
138,포항,1977-04,18.4,8.2,177.3,3.3
138,포항,1977-05,23.1,12.9,36.5,3.2
138,포항,1977-06,24.3,16.9,98.1,3.5
138,포항,1977-07,31.7,22.6,13.5,2.4
138,포항,1977-08,28,20.8,157.6,4.2
138,포항,1977-09,26.6,18,208.1,3.5
138,포항,1977-10,23.7,12.5,52.5,2.6
138,포항,1977-11,14.8,5.9,128.2,3.1
138,포항,1977-12,11.5,1.2,22.5,2.6
138,포항,1978-01,7.1,-2.1,58.5,3.1
138,포항,1978-02,7.2,-2.8,61.4,3
138,포항,1978-03,12.7,2.1,42.1,3.2
138,포항,1978-04,20.3,8.3,51.7,3.2
138,포항,1978-05,24.2,12.5,13.1,2.9
138,포항,1978-06,26.4,17.8,344.8,2.6
138,포항,1978-07,32,23.2,123.4,2.4
138,포항,1978-08,31.6,23,126.2,2.6
138,포항,1978-09,26.3,17.4,83,3.2
138,포항,1978-10,21.5,10.8,95.5,3.1
138,포항,1978-11,15.6,6.2,72.8,2.8
138,포항,1978-12,10.8,.6,18.5,3
138,포항,1979-01,9,-.9,74.1,3.3
138,포항,1979-02,10.1,.1,55.3,3.3
138,포항,1979-03,13,3.5,51.4,3.1
138,포항,1979-04,16.9,7.4,61.1,3.5
138,포항,1979-05,22.7,12.2,159,3.2
138,포항,1979-06,26.8,18.5,168.3,2.3
138,포항,1979-07,27.9,21.4,118.9,2.7
138,포항,1979-08,29.3,22,193.2,2.4
138,포항,1979-09,24.9,17.3,159.7,2.8
138,포항,1979-10,22.7,12.1,30.8,2.8
138,포항,1979-11,15,4.2,2.3,2.5
138,포항,1979-12,10.6,.8,28.3,2.7
138,포항,1980-01,5.9,-3.5,58.5,3.1
138,포항,1980-02,6.9,-3.6,9.4,2.5
138,포항,1980-03,12.5,2.8,74.3,2.4
138,포항,1980-04,16.7,7,153.7,3
138,포항,1980-05,24.2,13,87.3,3
138,포항,1980-06,28.1,18.5,78.2,2.6
138,포항,1980-07,26.3,19.6,283.9,3
138,포항,1980-08,24.4,19.4,241.1,3.7
138,포항,1980-09,24.8,15.7,247.7,3.2
138,포항,1980-10,19.8,10,59.5,3.1
138,포항,1980-11,16.9,5.7,38.1,2.8
138,포항,1980-12,6.4,-3.5,7,3.5
138,포항,1981-01,3.4,-5.8,19.1,3.4
138,포항,1981-02,6.6,-2.6,47.9,3.4
138,포항,1981-03,12.2,2.5,29.2,3.2
138,포항,1981-04,18.9,8.5,48.5,2.8
138,포항,1981-05,23.8,12.3,12.3,3.5
138,포항,1981-06,25.2,16.3,128.5,2.5
138,포항,1981-07,30.3,22.3,46.9,2.6
138,포항,1981-08,29.1,21,215.1,2.7
138,포항,1981-09,23.9,15.3,236.4,3.1
138,포항,1981-10,20.1,9.9,26.4,2.9
138,포항,1981-11,12.4,3,39,2.8
138,포항,1981-12,9.3,-1.1,4.8,2.9
138,포항,1982-01,6.2,-3.6,17.1,3
138,포항,1982-02,8.1,-1.4,29.5,2.9
138,포항,1982-03,13.3,4,60.3,2.8
138,포항,1982-04,18.5,7.9,42.6,3.7
138,포항,1982-05,25.2,14.1,31,3.3
138,포항,1982-06,25.9,17,86.3,3.3
138,포항,1982-07,28.5,20.2,132.4,2.7
138,포항,1982-08,29.8,23,209.1,3.3
138,포항,1982-09,25.1,16.6,47.6,3.5
138,포항,1982-10,22.1,11.4,43.7,2.7
138,포항,1982-11,15.3,6.7,89.1,2.8
138,포항,1982-12,9.1,-1.3,5.7,2.9
138,포항,1983-01,7.5,-2.3,28.6,3.1
138,포항,1983-02,7,-2.9,19.4,3.4
138,포항,1983-03,11.9,2.6,89,3.7
138,포항,1983-04,19.4,8.9,114.3,3.3
138,포항,1983-05,23.3,12.6,42.3,3.2
138,포항,1983-06,24.1,16,192.5,3.4
138,포항,1983-07,28.2,21.2,169.5,3.1
138,포항,1983-08,29.9,23.1,241.2,4.1
138,포항,1983-09,25.7,19,211,3.4
138,포항,1983-10,20.8,11.9,64.4,2.8
138,포항,1983-11,14.5,4.3,3.8,3
138,포항,1983-12,8.2,-2.1,1.1,3
138,포항,1984-01,4.6,-5.3,,3.1
138,포항,1984-02,5.9,-4.2,18.2,3.1
138,포항,1984-03,10.5,.3,39,3.2
138,포항,1984-04,16.1,7.1,130.5,3.3
138,포항,1984-05,22.8,11.8,36.6,2.7
138,포항,1984-06,25.2,17.6,141.6,2.6
138,포항,1984-07,28.5,21.3,196.4,2.9
138,포항,1984-08,31.4,24.1,187.8,3
138,포항,1984-09,25,17.1,183.1,2.7
138,포항,1984-10,20.8,10.1,16.1,2.9
138,포항,1984-11,16,6.3,74.2,2.9
138,포항,1984-12,7.8,-.4,25.6,2.9
138,포항,1985-01,5.1,-5,0,2.9
138,포항,1985-02,7.7,-.7,45.8,3.6
138,포항,1985-03,11,2.9,78.7,2.9
138,포항,1985-04,18.3,8.5,90.9,3.7
138,포항,1985-05,22.8,13,78.1,3.3
138,포항,1985-06,24,16.7,126.1,2.9
138,포항,1985-07,30.9,22.9,154.4,2.2
138,포항,1985-08,30.3,23.6,150.6,2.7
138,포항,1985-09,25.9,19.4,269.8,2.9
138,포항,1985-10,21.1,13,169.5,2.6
138,포항,1985-11,13.7,5.2,26,2.9
138,포항,1985-12,6.6,-2.5,5.5,2.8
138,포항,1986-01,5,-4.3,5.5,3
138,포항,1986-02,6,-3.5,24.6,3.1
138,포항,1986-03,12.1,2.9,73.8,3.1
138,포항,1986-04,18.7,8.5,33.3,2.8
138,포항,1986-05,22.8,12.8,81.8,2.6
138,포항,1986-06,24.1,17.1,196.3,2.6
138,포항,1986-07,26,19.8,122.9,2.7
138,포항,1986-08,29.3,22.3,116.1,2.9
138,포항,1986-09,24.1,16.6,79.9,2.6
138,포항,1986-10,18.6,10,67.4,2.7
138,포항,1986-11,14.5,4.5,9.4,2.5
138,포항,1986-12,10.3,1.9,47.4,2.7
138,포항,1987-01,7,-2.4,44.5,2.8
138,포항,1987-02,9.2,-.1,64.9,2.9
138,포항,1987-03,11.1,3,72.7,3.5
138,포항,1987-04,19.2,8.4,48.7,3.2
138,포항,1987-05,23,13.2,51.1,3.1
138,포항,1987-06,26.1,16.7,121.5,3.1
138,포항,1987-07,29,21.6,206.1,2.7
138,포항,1987-08,28.2,21.9,357.9,2.4
138,포항,1987-09,24.3,16.7,27.5,3.4
138,포항,1987-10,22.3,13.7,32.1,3.3
138,포항,1987-11,15.8,6,54.4,2.9
138,포항,1987-12,10.3,.3,11.8,2.8
138,포항,1988-01,7.3,-1.3,27.8,3
138,포항,1988-02,6.7,-2.3,33.3,3.1
138,포항,1988-03,11.4,2.7,56.8,3.8
138,포항,1988-04,19.5,9.3,43.7,3.4
138,포항,1988-05,23.2,13.4,60.9,3.3
138,포항,1988-06,25.6,18.2,95.3,3.1
138,포항,1988-07,26.7,21.3,297.7,3.8
138,포항,1988-08,29.5,22.5,99.6,3.1
138,포항,1988-09,24.6,18.4,243.5,3.5
138,포항,1988-10,21.7,12.3,18.6,2.9
138,포항,1988-11,14.7,4.7,0,3
138,포항,1988-12,9.7,-.1,5.6,2.9
138,포항,1989-01,8.6,1.2,139.9,3.3
138,포항,1989-02,9.6,1.7,105.1,3
138,포항,1989-03,12.5,4.2,134.9,3
138,포항,1989-04,20.1,9.7,24.4,3.1
138,포항,1989-05,23.8,14.7,48.4,3.3
138,포항,1989-06,24.7,17.1,134.9,3.4
138,포항,1989-07,27.8,21.1,156.8,3
138,포항,1989-08,28.4,22.5,228.6,4.1
138,포항,1989-09,24.7,18.6,232.4,2.7
138,포항,1989-10,21.5,11.6,1.7,2.7
138,포항,1989-11,14.6,6.3,127.1,2.5
138,포항,1989-12,10.2,2,143,2.7
138,포항,1990-01,6.1,-2.8,30.5,2.9
138,포항,1990-02,9.4,3.4,157.8,2.4
138,포항,1990-03,14.4,5.4,52.2,3
138,포항,1990-04,18,8.9,79.7,2.7
138,포항,1990-05,23.4,14.2,80.7,3.2
138,포항,1990-06,26.8,18.6,171.2,2.8
138,포항,1990-07,29.9,23.3,174.6,2.8
138,포항,1990-08,32.5,24.4,91.7,2.3
138,포항,1990-09,25.2,19.3,119.3,3.3
138,포항,1990-10,21.5,12.7,33.1,2.5
138,포항,1990-11,17.5,8.8,43.3,2.4
138,포항,1990-12,10.2,.5,1.1,2.7
138,포항,1991-01,6.4,-1.6,34.7,2.7
138,포항,1991-02,6.8,-1.4,48.2,3.1
138,포항,1991-03,11.8,3.8,88.5,3.6
138,포항,1991-04,17.9,8.5,82.7,3.1
138,포항,1991-05,22.2,13.4,27,3.2
138,포항,1991-06,27,19.2,80.6,2.2
138,포항,1991-07,28.1,22,414.1,2.2
138,포항,1991-08,25.6,21.3,579,4
138,포항,1991-09,25.4,18.6,125.9,2.6
138,포항,1991-10,21.5,12.5,.2,3.2
138,포항,1991-11,15,5.2,6.4,2.2
138,포항,1991-12,10.4,2.9,99.6,2.7
138,포항,1992-01,8.3,.5,64.2,2.8
138,포항,1992-02,9.4,0,23.6,2.3
138,포항,1992-03,12.5,5.4,84,3.4
138,포항,1992-04,19,9.8,119,3.2
138,포항,1992-05,22.1,12.5,55,2.7
138,포항,1992-06,25.8,17.1,25.2,2.5
138,포항,1992-07,31.5,23.3,105,2.3
138,포항,1992-08,26.7,22.1,273.5,3.6
138,포항,1992-09,25.8,19.3,130.4,2.7
138,포항,1992-10,20.5,12.1,16.4,3.1
138,포항,1992-11,15.3,5.4,13.3,2.5
138,포항,1992-12,9.6,2.1,40.6,2.2
138,포항,1993-01,6,-1.2,71.6,2.6
138,포항,1993-02,9.7,.6,70.8,2.7
138,포항,1993-03,11.9,3.1,69.2,3.1
138,포항,1993-04,18.4,8.8,25.8,3.1
138,포항,1993-05,21.9,13.6,121.2,2.6
138,포항,1993-06,23.7,17.4,157.2,2.2
138,포항,1993-07,24.2,19.2,296.7,2.7
138,포항,1993-08,25.4,20.1,451.7,1.9
138,포항,1993-09,25.3,18,53.4,2.1
138,포항,1993-10,20.1,11.7,39.2,2.3
138,포항,1993-11,15,7.8,64.2,2.4
138,포항,1993-12,8.7,-.3,10.2,2.6
138,포항,1994-01,7.3,-1.6,24,2.3
138,포항,1994-02,8.8,-.1,28.5,2.6
138,포항,1994-03,11.5,2.4,29,2.5
138,포항,1994-04,19.8,10.3,38.9,2.5
138,포항,1994-05,24.4,14.7,157.1,2.7
138,포항,1994-06,26.2,17.5,105.7,2.6
138,포항,1994-07,33.6,25.6,16.9,2.8
138,포항,1994-08,33.1,25.2,19.8,3.2
138,포항,1994-09,27.9,18.8,11.4,3
138,포항,1994-10,21.8,13,122.7,3.1
138,포항,1994-11,17.6,8.2,41.9,2.6
138,포항,1994-12,10.4,1.5,4.1,3
138,포항,1995-01,6.5,-2.4,21.1,3.4
138,포항,1995-02,9.6,.4,17.1,2.7
138,포항,1995-03,13,3.9,56.5,3.1
138,포항,1995-04,19.8,8.8,64.7,3.1
138,포항,1995-05,23,12.7,69.1,2.7
138,포항,1995-06,23.4,16.9,64.4,2.2
138,포항,1995-07,29.8,22.6,116.9,2.5
138,포항,1995-08,32.7,24.5,221.7,2.4
138,포항,1995-09,24.6,17.1,68.4,2.4
138,포항,1995-10,21.7,12.6,43.7,2.5
138,포항,1995-11,15.5,4.2,1.2,2.9
138,포항,1995-12,8.3,-1.1,0,2.9
138,포항,1996-01,7,-2,23.5,2.9
138,포항,1996-02,7.6,-2,15.8,2.9
138,포항,1996-03,11.4,2.8,136.2,2.8
138,포항,1996-04,17.9,8.1,63.2,2.9
138,포항,1996-05,22.8,14,57.2,2.3
138,포항,1996-06,23.9,17.9,339.4,2.2
138,포항,1996-07,28.8,21.5,71.2,2.7
138,포항,1996-08,29.1,22.6,111.5,2.4
138,포항,1996-09,25.9,18,25.5,2.2
138,포항,1996-10,22,12.3,37.4,2.3
138,포항,1996-11,13.9,6,42,2.5
138,포항,1996-12,10,.4,30.2,2.5
138,포항,1997-01,6.5,-2.7,8.9,3.2
138,포항,1997-02,10.1,-.4,4.9,2.8
138,포항,1997-03,14.1,4.9,29.6,3
138,포항,1997-04,19,9.9,62.9,2.8
138,포항,1997-05,23.8,14.4,97.5,2.7
138,포항,1997-06,27.6,19,183.3,1.8
138,포항,1997-07,29.3,22.1,229.8,2
138,포항,1997-08,29.7,22.8,171.2,2.1
138,포항,1997-09,25.1,17.3,54.8,2.6
138,포항,1997-10,21.8,11.4,.4,2.3
138,포항,1997-11,15.9,7.7,136,2.5
138,포항,1997-12,9,1.5,69.7,3
138,포항,1998-01,6.7,-1.2,98.1,3.5
138,포항,1998-02,10,2.5,79.1,3.4
138,포항,1998-03,14.5,5.6,32.9,3.6
138,포항,1998-04,20.1,11.9,135,3
138,포항,1998-05,23.8,14.7,117.5,2.6
138,포항,1998-06,22.8,17.9,194.2,3
138,포항,1998-07,26.9,22.2,356.7,3
138,포항,1998-08,29,23.4,253.1,2.4
138,포항,1998-09,26.7,20.1,618.4,2.9
138,포항,1998-10,22.5,15.4,62.9,2.7
138,포항,1998-11,15.7,6.4,15.1,2.9
138,포항,1998-12,11.4,2.5,14.6,2.8
138,포항,1999-01,7.6,-1.1,17.7,3.3
138,포항,1999-02,9,.3,24.4,3.2
138,포항,1999-03,12.6,4.2,91.3,3.2
138,포항,1999-04,18.4,9.8,69.9,3.2
138,포항,1999-05,24.2,14.4,150.4,3.1
138,포항,1999-06,26,18.8,187.5,2.5
138,포항,1999-07,26.4,21.9,222.8,3.2
138,포항,1999-08,27.6,22.1,394,2.7
138,포항,1999-09,26.3,20.4,347.5,2.8
138,포항,1999-10,21,12.3,53.9,2.6
138,포항,1999-11,15.1,6.2,17.5,2.7
138,포항,1999-12,9.3,-.1,,3.1
138,포항,2000-01,7.4,-.9,43,3.3
138,포항,2000-02,7.7,-2,,3.2
138,포항,2000-03,14.7,4,42.2,3.2
138,포항,2000-04,19.4,9.2,52.8,2.9
138,포항,2000-05,24.5,14.1,36.8,2.2
138,포항,2000-06,26.4,18.6,82,2.2
138,포항,2000-07,31.1,23.3,161.1,2.6
138,포항,2000-08,29.9,23.7,141.4,2.2
138,포항,2000-09,24.5,18.4,238.9,2.9
138,포항,2000-10,21.3,13.2,39.4,2.1
138,포항,2000-11,15.2,6.3,74.6,2.3
138,포항,2000-12,10.2,.7,.6,2.5
138,포항,2001-01,5.1,-2.1,58.6,2.7
138,포항,2001-02,9.1,.2,60.1,2
138,포항,2001-03,14,3.9,11.1,2
138,포항,2001-04,20.8,9.9,15.6,1.7
138,포항,2001-05,24.9,15.7,85.4,2.8
138,포항,2001-06,26.7,19.4,316.4,2.4
138,포항,2001-07,31.8,23.4,74.4,2.7
138,포항,2001-08,30.4,23.4,74.5,2.4
138,포항,2001-09,26.3,19.4,225.3,2.5
138,포항,2001-10,22,14.5,154.4,2
138,포항,2001-11,15.3,5.8,8,2.7
138,포항,2001-12,8.5,0,37.2,3
138,포항,2002-01,7.4,.3,76.1,3.3
138,포항,2002-02,10.8,1.3,2,3
138,포항,2002-03,15.3,5.9,51.3,3.1
138,포항,2002-04,20.1,10.1,69.3,3
138,포항,2002-05,21,13.7,91.6,2.7
138,포항,2002-06,26.3,17.6,27.4,2.7
138,포항,2002-07,28,22,154.2,2.8
138,포항,2002-08,27.3,22,535.1,2.8
138,포항,2002-09,24.9,17.6,97.8,2.6
138,포항,2002-10,20.5,11.3,41,2.9
138,포항,2002-11,12.5,3,.3,2.9
138,포항,2002-12,8.6,1.8,38.9,3.1
138,포항,2003-01,5.7,-2.7,27.3,3.2
138,포항,2003-02,8.7,1.1,53,2.7
138,포항,2003-03,12,3.8,68.8,2.8
138,포항,2003-04,19,10.4,165.9,3
138,포항,2003-05,20.7,13,272.1,2.7
138,포항,2003-06,25.4,18.5,259,2.4
138,포항,2003-07,24.7,20,560.6,1.9
138,포항,2003-08,28.3,22.1,238,2.3
138,포항,2003-09,25.6,19.2,273,2.4
138,포항,2003-10,21,11.6,15.1,2.6
138,포항,2003-11,16.6,8.9,157.6,2.8
138,포항,2003-12,9.1,.8,7.7,3.2
138,포항,2004-01,6.7,-1.6,16,3.1
138,포항,2004-02,11.2,1.3,21.5,3.2
138,포항,2004-03,14,4.1,18.5,3.1
138,포항,2004-04,20.9,10.4,110,3.1
138,포항,2004-05,23.6,15.1,82.7,2.6
138,포항,2004-06,26.6,18.3,207.5,2.4
138,포항,2004-07,30.8,23.5,165.2,2.4
138,포항,2004-08,28.7,22.8,427.7,2.4
138,포항,2004-09,25.3,19.1,245.9,2.4
138,포항,2004-10,21.1,12.3,17.6,2.6
138,포항,2004-11,16.9,7.6,51,2.4
138,포항,2004-12,10.7,1.8,39.4,2.5
138,포항,2005-01,5.6,-2.7,29.4,3
138,포항,2005-02,5.9,-2.2,39.8,3.3
138,포항,2005-03,12,2.3,84.9,2.8
138,포항,2005-04,21,10.2,47.7,3.1
138,포항,2005-05,22.8,13.1,44,2.6
138,포항,2005-06,28.4,19.8,101.5,2.6
138,포항,2005-07,29.3,22.9,130.5,2.4
138,포항,2005-08,30.4,23.4,309,2.6
138,포항,2005-09,25.6,19.9,357.7,2.7
138,포항,2005-10,21,13.1,18.8,2.5
138,포항,2005-11,16.2,6.5,16.9,2.5
138,포항,2005-12,4.7,-3.9,0,3.3
138,포항,2006-01,7.2,-.6,43.5,2.7
138,포항,2006-02,8.1,-.7,34,3
138,포항,2006-03,13.2,3,16.5,2.9
138,포항,2006-04,17.6,8.4,103.5,3.2
138,포항,2006-05,21.6,13.8,136,2.6
138,포항,2006-06,25.9,18,37.3,2.4
138,포항,2006-07,26.5,21,576.8,2
138,포항,2006-08,31.3,24.3,164,2.4
138,포항,2006-09,24.6,18.1,126,2.7
138,포항,2006-10,23.6,15.6,34.6,2.4
138,포항,2006-11,15.6,7.3,48.1,2.9
138,포항,2006-12,9.4,.8,12.5,2.6
138,포항,2007-01,8.6,.6,9,2.7
138,포항,2007-02,11.4,2.6,54.5,2.2
138,포항,2007-03,13.6,4.5,71.5,2.3
138,포항,2007-04,18.6,9,41,2.5
138,포항,2007-05,24,14.2,81.5,2.4
138,포항,2007-06,25.1,18.1,158.9,2
138,포항,2007-07,26.3,20.8,220.1,1.8
138,포항,2007-08,31.1,23.4,107.1,2.3
138,포항,2007-09,24.8,19.2,395.2,2.1
138,포항,2007-10,20.7,13,60.4,1.9
138,포항,2007-11,14.8,5.5,2.5,2
138,포항,2007-12,8.7,1.7,39.7,2.3
138,포항,2008-01,6.2,-1,83.6,2.3
138,포항,2008-02,7.3,-2.2,4,2.4
138,포항,2008-03,13.1,4.4,46.7,2.1
138,포항,2008-04,18.1,9.6,63,2.4
138,포항,2008-05,22.8,14.2,124.2,2.4
138,포항,2008-06,22.6,16.8,181.2,2.2
138,포항,2008-07,30.8,23,78.1,2
138,포항,2008-08,27.4,21.5,195.1,2
138,포항,2008-09,25.1,18.4,56.2,1.6
138,포항,2008-10,22.1,13.5,16.5,1.9
138,포항,2008-11,14.9,6.6,17,2.1
138,포항,2008-12,9.9,.6,19.8,2.3
138,포항,2009-01,6.6,-2.1,17,2.5
138,포항,2009-02,11.4,3.3,27.1,2.1
138,포항,2009-03,13.4,4.6,35.2,2.3
138,포항,2009-04,19.8,9.7,26.1,2.4
138,포항,2009-05,24.2,15.6,102,2.2
138,포항,2009-06,27.4,19.3,101.6,2.2
138,포항,2009-07,26.9,20.6,339.9,1.9
138,포항,2009-08,27.8,22.4,62.6,2
138,포항,2009-09,25.3,19.2,76.4,1.7
138,포항,2009-10,22.9,13.9,26.5,2
138,포항,2009-11,14.8,6.9,43.1,2.5
138,포항,2009-12,8.6,.7,28,2.4
138,포항,2010-01,6.5,-2.2,16,2.5
138,포항,2010-02,9.1,1.6,67.7,2.2
138,포항,2010-03,11,3.8,75.7,2.4
138,포항,2010-04,15.9,7.4,54.7,2.5
138,포항,2010-05,22.9,14,123.2,2.2
138,포항,2010-06,26.7,19.3,42.3,1.6
138,포항,2010-07,29.8,23.5,148.5,2.2
138,포항,2010-08,31.6,24.9,193,1.9
138,포항,2010-09,26.9,19.5,133,1.8
138,포항,2010-10,21.1,14,37.8,1.8
138,포항,2010-11,15.5,5.5,10,2.2
138,포항,2010-12,8.7,-.1,25.5,2.5
138,포항,2011-01,3.1,-5.6,27.1,2.8
138,포항,2011-02,9.1,1.5,103.5,1.9
138,포항,2011-03,12.8,2.7,15,2.4
138,포항,2011-04,18.8,8.7,105,2.4
